conversation_id,utterance_id,speaker,utterance,generation_strategy,source,metadata,tokens,lemmas,pos_tags,token_languages,num_tokens,num_english_tokens,num_hindi_tokens,is_code_switched,hindi_ratio
0,0_0,Engineer,"I’m really sorry for the delay on the feature, I underestimated the integration complexity",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['I', 'm', 'really', 'sorry', 'for', 'the', 'delay', 'on', 'the', 'feature', 'I', 'underestimated', 'the', 'integration', 'complexity']","['i', 'm', 'really', 'sorry', 'for', 'the', 'delay', 'on', 'the', 'feature', 'i', 'underestimate', 'the', 'integration', 'complexity']","['PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",15,15,0,False,0.0
0,0_1,Manager,Let’s review what went wrong and see if we can reallocate resources to recover,intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['Let', 's', 'review', 'what', 'went', 'wrong', 'and', 'see', 'if', 'we', 'can', 'reallocate', 'resources', 'to', 'recover']","['let', 's', 'review', 'what', 'go', 'wrong', 'and', 'see', 'if', 'we', 'can', 'reallocate', 'resource', 'to', 'recover']","['VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'ADJ', 'CONJ', 'VERB', 'ADP', 'PRON', 'VERB', 'VERB', 'NOUN', 'PRT', 'VERB']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",15,15,0,False,0.0
0,0_2,Engineer,"The main issue was the dependency on the legacy service, and it’s causing timeouts, kyunki undocumented API thoda unpredictable hai",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['The', 'main', 'issue', 'was', 'the', 'dependency', 'on', 'the', 'legacy', 'service', 'and', 'it', 's', 'causing', 'timeouts', 'kyunki', 'undocumented', 'API', 'thoda', 'unpredictable', 'hai']","['the', 'main', 'issue', 'be', 'the', 'dependency', 'on', 'the', 'legacy', 'service', 'and', 'it', 's', 'cause', 'timeouts', 'kyunki', 'undocumented', 'api', 'thoda', 'unpredictable', 'hai']","['DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'CONJ', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN']","['en', 'hi', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'hi', 'en', 'en', 'hi', 'en', 'hi']",21,17,4,True,0.19047619047619047
0,0_3,Manager,"I see that the API integration took longer than expected, we might need to add buffer time in the sprint",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['I', 'see', 'that', 'the', 'API', 'integration', 'took', 'longer', 'than', 'expected', 'we', 'might', 'need', 'to', 'add', 'buffer', 'time', 'in', 'the', 'sprint']","['i', 'see', 'that', 'the', 'api', 'integration', 'take', 'long', 'than', 'expect', 'we', 'might', 'need', 'to', 'add', 'buffer', 'time', 'in', 'the', 'sprint']","['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADP', 'VERB', 'PRON', 'VERB', 'VERB', 'PRT', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",20,20,0,False,0.0
0,0_4,Engineer,I’ll create a detailed breakdown of the tasks and include a risk log for future sprints,intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['I', 'll', 'create', 'a', 'detailed', 'breakdown', 'of', 'the', 'tasks', 'and', 'include', 'a', 'risk', 'log', 'for', 'future', 'sprints']","['i', 'll', 'create', 'a', 'detailed', 'breakdown', 'of', 'the', 'task', 'and', 'include', 'a', 'risk', 'log', 'for', 'future', 'sprint']","['PRON', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CONJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'hi', 'en', 'en', 'en']",17,16,1,True,0.058823529411764705
0,0_5,Manager,"Also, we should consider automating the tests to catch regressions early",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['Also', 'we', 'should', 'consider', 'automating', 'the', 'tests', 'to', 'catch', 'regressions', 'early']","['also', 'we', 'should', 'consider', 'automate', 'the', 'test', 'to', 'catch', 'regression', 'early']","['ADV', 'PRON', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'PRT', 'VERB', 'NOUN', 'ADV']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",11,11,0,False,0.0
0,0_6,Engineer,"That’s a good point, automation will help us avoid similar delays, aur humein aage se maintain karna hoga",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['That', 's', 'a', 'good', 'point', 'automation', 'will', 'help', 'us', 'avoid', 'similar', 'delays', 'aur', 'humein', 'aage', 'se', 'maintain', 'karna', 'hoga']","['that', 's', 'a', 'good', 'point', 'automation', 'will', 'help', 'u', 'avoid', 'similar', 'delay', 'aur', 'humein', 'aage', 'se', 'maintain', 'karna', 'hoga']","['DET', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PRON', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'hi', 'en', 'en', 'hi', 'en', 'hi', 'hi']",19,15,4,True,0.21052631578947367
0,0_7,Manager,"For now, let’s set a new target date and communicate it to the stakeholders",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['For', 'now', 'let', 's', 'set', 'a', 'new', 'target', 'date', 'and', 'communicate', 'it', 'to', 'the', 'stakeholders']","['for', 'now', 'let', 's', 'set', 'a', 'new', 'target', 'date', 'and', 'communicate', 'it', 'to', 'the', 'stakeholder']","['ADP', 'ADV', 'VERB', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'CONJ', 'VERB', 'PRON', 'PRT', 'DET', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",15,15,0,False,0.0
0,0_8,Engineer,"I’ll draft a status update with revised dates and the lessons learned, aur is baar hum realistic timelines set karenge",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['I', 'll', 'draft', 'a', 'status', 'update', 'with', 'revised', 'dates', 'and', 'the', 'lessons', 'learned', 'aur', 'is', 'baar', 'hum', 'realistic', 'timelines', 'set', 'karenge']","['i', 'll', 'draft', 'a', 'status', 'update', 'with', 'revise', 'date', 'and', 'the', 'lesson', 'learn', 'aur', 'be', 'baar', 'hum', 'realistic', 'timeline', 'set', 'karenge']","['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'CONJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'hi', 'en', 'hi', 'hi', 'en', 'en', 'en', 'hi']",21,17,4,True,0.19047619047619047
0,0_9,Manager,"Good, keep me posted on any blockers and let’s schedule a follow‑up meeting",intra_sentinal,LLM,"['minimax/minimax-m2:free', ""\n    Act as a 30 year old male software engineer from India working for Microsoft who can speak English and Hindi.\n    You are talking to your 45 year old male manager who is a lead software engineer also from India. You guys are speaking\n    in English and code switching to Hindi using intra-sentential switching. You guys are talking about a delay in a current\n    project where you are responsible for the delay. Generate me the conversation with the code switching in Hindi output in\n    English characters.Use the following lines as examples:\n    I'm going to the library. Kal wahan bahut shor tha. Let's see if it's quiet today.\n    Tumne kal ka match dekha? It was really exciting. Sab log stadium mein cheer kar rahe the.\n    We should leave early. Raste mein traffic ho sakta hai. Better to be on time.\n    Maine usse kal phone kiya. She didn't pick up. Shayad woh busy thi.\n    Let's grab some coffee. Mujhe neend aa rahi hai. After that, we can continue working.\n    Aaj mausam bahut accha hai. The sky looks so clear. Hum thoda walk kar lete hain.\n    He always works late. Uske colleagues pareshaan hote hain. But they respect his dedication.\n    Kal exam hai. I still have two chapters left. Mujhe raat ko padhna padega.\n    We were planning a trip. Maine tickets book kar li hain. Everyone is excited now.\n    She loves dancing. Usne bachpan se training li hai. That's why she performs so confidently.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.Only code switch in approximately 1 out of 3 sentences.person1: concerned mother who works in a computer science related field\nperson2: software engineer at Microsoft""]","['Good', 'keep', 'me', 'posted', 'on', 'any', 'blockers', 'and', 'let', 's', 'schedule', 'a', 'meeting']","['good', 'keep', 'me', 'post', 'on', 'any', 'blocker', 'and', 'let', 's', 'schedule', 'a', 'meeting']","['ADJ', 'VERB', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'CONJ', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",13,13,0,False,0.0
